"conversation","topic"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","ubuntu, linux, package, firebox, manager, grub, file, windows, card, internet"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","Linux"
"Dasda: anyone else have trouble viewing ebooks in ubuntu?<br />Squideshi: In what format and with what application?<br />Dasda: exe and with ebookpro<br />Squideshi: The ebook is in EXE format?<br />Dasda: yes, thats why i wouldnt mind it if i could even get the exe to unpack but cant even do that<br />Squideshi: EXE files are usually for Microsoft operating systems. Where did you get the file?<br />Dasda: vgsports<br />Dasda: Squdeshi i can give u the link for download. it is only 1.8megs<br />Squideshi: Don&#x27;t give me the link for download. Give me the link for the webpage that has the link for download.<br />Dasda: i message it to you cause I was unsure if we are allowed to post links here<br /><br />","Science/Tech"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","Ubuntu, ubuntu, internet, live boots, linum books, USB stick, IDE, AHCI, monkey logic, vac"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","Science/Tech"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","Science/Tech"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","ubuntu, um, firebox, 14 inch screen, 20 kbps speed, 4, Bluetooth, Canonical jump, Dual booting, FlintWestWood"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","Ubuntu"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","Science/Tech"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","ubuntu, Ethernet, um, wifi, Ubuntu, 14 inch screen, 20 kbps speed, 4, Aspire One, Atheros Communications"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","Science/Tech"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","film industry"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","ubuntu, linux, package, firebox, manager, grub, file, windows, card, internet"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","Linux"
"aanonymouss: In order to run VNC (like vino, remote desktop) do I need to have a video card installed?  I booted up w/o vid card and I can ssh into the box but cannot vnc in and it seems like x11 applications aren&#x27;t running<br />fryguy: you&#x27;ll need to run XvFB or something<br />fryguy: or forward through a different X server via X11 forwarding or xdmcp<br />aanonymouss: thanks I&#x27;ll look into that<br />aanonymouss: any idea why x11 apps aren&#x27;t running?<br />fryguy: you can&#x27;t run X apps without an X server, and you can&#x27;t run the X server that is configured out of the box in ubuntu without a video display<br />aanonymouss: would it change anything if I originally setup the box with x11 running and had everything running, then ripped out my gfx card and now am trying to run everything?<br />fryguy: no<br />aanonymouss: so if there&#x27;s no video card, x server wont start?<br />fryguy: the one out of the box in ubuntu won&#x27;t, which is why you should look into XvFB or another X server, or just run the X server on another machine<br /><br />","Science/Tech"
